NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Phases,Funder Type,Study Type,Results First Posted
NCT00089141,Mycophenolate Mofetil (MMF) for Treatment of Chronic Graft-versus-host Disease (GVHD),https://clinicaltrials.gov/study/NCT00089141,TERMINATED,YES,Cancer,DRUG: mycophenolate mofetil|DRUG: placebo,PHASE3,OTHER,INTERVENTIONAL,7/15/2009
NCT01859741,A Phase 1b/2 Study of OMP-59R5 (Tarextumab) in Combination With Etoposide and Platinum Therapy,https://clinicaltrials.gov/study/NCT01859741,TERMINATED,YES,Stage IV Small Cell Lung Cancer,DRUG: OMP-59R5|DRUG: Etoposide|DRUG: Placebo|DRUG: Cisplatin or Carboplatin,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,8/28/2018
NCT00791336,Study to Evaluate Using Nelfinavir With Chemoradiation for Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00791336,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Nelfinavir,PHASE2,OTHER,INTERVENTIONAL,3/9/2017
NCT02683941,Efficacy and Safety of Lanreotide Autogel/ Depot 120 mg vs. Placebo in Subjects With Lung Neuroendocrine Tumours,https://clinicaltrials.gov/study/NCT02683941,TERMINATED,YES,Neuroendocrine Tumors in Lung,DRUG: Lanreotide (Autogel formulation)|DRUG: Placebo|DRUG: Best Supportive Care,PHASE3,INDUSTRY,INTERVENTIONAL,9/30/2021
NCT00124618,Cetuximab and Radiation Therapy in Treating Patients With Stage III Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00124618,COMPLETED,YES,Lung Cancer,BIOLOGICAL: cetuximab|RADIATION: radiation therapy,PHASE2,OTHER,INTERVENTIONAL,3/9/2015
NCT01266018,Study of ADI-PEG 20 in Patients With Relapsed Sensitive or Refractory Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01266018,TERMINATED,YES,Small Cell Lung Cancer,DRUG: ADI-PEG 20 (Arginine deiminase pegylated),PHASE2,OTHER,INTERVENTIONAL,11/30/2016
NCT01933932,Assess Efficacy & Safety of Selumetinib in Combination With Docetaxel in Patients Receiving 2nd Line Treatment for v-Ki-ras2 Kirsten Rat Sarcoma Viral Oncogene Homolog (KRAS) Positive NSCLC,https://clinicaltrials.gov/study/NCT01933932,ACTIVE_NOT_RECRUITING,YES,Locally Advanced or Metastatic Non Small Cell Lung Cancer Stage IIIb - IV,DRUG: Selumetinib|DRUG: Docetaxel|DRUG: Placebo|DRUG: Pegylated G-CSF,PHASE3,INDUSTRY,INTERVENTIONAL,2/27/2017
NCT03436732,Mesothelin-Targeted Immunotoxin LMB-100 in Combination With SEL-110 in Subjects With Malignant Pleural or Peritoneal Mesothelioma,https://clinicaltrials.gov/study/NCT03436732,TERMINATED,YES,Mesothelioma,DRUG: LMB-100|DRUG: SEL-110,PHASE1,NIH,INTERVENTIONAL,9/23/2019
NCT02937818,"A Phase II, Study to Determine the Preliminary Efficacy of Novel Combinations of Treatment in Patients With Platinum Refractory Extensive-Stage Small-Cell Lung Cancer",https://clinicaltrials.gov/study/NCT02937818,ACTIVE_NOT_RECRUITING,YES,Platinum Refractory Extensive-Stage Small Cell Lung Carcinoma,DRUG: Durvalumab and Tremelimumab|DRUG: AZD1775 and carboplatin (CBPT)|DRUG: AZD6738 and olaparib,PHASE2,INDUSTRY,INTERVENTIONAL,6/16/2021
NCT03829618,Lidocaine Administration During Flexible Bronchoscopy and Endobronchial Ultrasound,https://clinicaltrials.gov/study/NCT03829618,TERMINATED,YES,"Bronchiectasis Adult|Mediastinal Lymphadenopathy|Pneumonia|Chest--Diseases|Infiltrates|Bronchopulmonary Disease|Cancer, Lung",DRUG: Topical lidocaine|DRUG: Nebuliser solution|DRUG: Nebuliser Suspension,PHASE3,OTHER,INTERVENTIONAL,9/8/2021
NCT00411632,BATTLE Program: Tarceva and Targretin in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00411632,COMPLETED,YES,Lung Cancer,DRUG: Bexarotene|DRUG: Erlotinib,PHASE2,OTHER,INTERVENTIONAL,9/3/2019
NCT02195232,Cancer Associated Thrombosis and Isoquercetin (CATIQ),https://clinicaltrials.gov/study/NCT02195232,COMPLETED,YES,Thromboembolism of Vein VTE in Colorectal Cancer|Thromboembolism of Vein in Pancreatic Cancer|Thromboembolism of Vein in Non-small Cell Lung Cancer,DRUG: Isoquercetin,PHASE2|PHASE3,OTHER,INTERVENTIONAL,7/25/2019
NCT01996332,A Study of Tarceva (Erlotinib) Monotherapy in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT01996332,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: erlotinib [Tarceva],PHASE2,INDUSTRY,INTERVENTIONAL,6/9/2014
NCT01671332,Docetaxel +/- Suramin in 2nd Line Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01671332,COMPLETED,YES,"Carcinoma, Non Small Cell Lung",DRUG: Docetaxel|DRUG: Suramin|DRUG: Docetaxel,PHASE2,OTHER,INTERVENTIONAL,10/22/2019
NCT00100932,"Phase II Study Of E7389, Halichondrin B Analogue, In Patients With Advanced Non-Small Cell Lung Cancer, NSCLC, Who Progressed During Or After Platinum-Based Doublet Chemotherapy",https://clinicaltrials.gov/study/NCT00100932,COMPLETED,YES,Non-Small-Cell Lung Carcinoma,DRUG: E7389 28 Day Cycle|DRUG: E7389 21 Day Cycle,PHASE2,INDUSTRY,INTERVENTIONAL,12/26/2011
NCT03599518,DS-1205c With Gefitinib for Metastatic or Unresectable Epidermal Growth Factor Receptor (EGFR)-Mutant Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03599518,TERMINATED,YES,Non Small Cell Lung Cancer,DRUG: DS-1205c|DRUG: Gefitinib,PHASE1,INDUSTRY,INTERVENTIONAL,9/14/2021
NCT03829332,Efficacy and Safety Study of Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) in Adults With Programmed Cell Death-Ligand 1 (PD-L1)-Positive Treatment-naïve Nonsmall Cell Lung Cancer (NSCLC) (MK-7902-007/E7080-G000-314/LEAP-007),https://clinicaltrials.gov/study/NCT03829332,ACTIVE_NOT_RECRUITING,YES,Non-small Cell Lung Cancer,BIOLOGICAL: Pembrolizumab|DRUG: Lenvatinib|DRUG: Placebo for lenvatinib,PHASE3,INDUSTRY,INTERVENTIONAL,5/6/2022
NCT00609518,A Study for Patients With Non-Squamous Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00609518,COMPLETED,YES,Non Small Cell Lung Cancer,DRUG: pemetrexed|DIETARY_SUPPLEMENT: Folic acid|DIETARY_SUPPLEMENT: Folic Acid|DIETARY_SUPPLEMENT: Vitamin B12|DRUG: dexamethasone|DRUG: dexamethasone,PHASE2,INDUSTRY,INTERVENTIONAL,10/15/2010
NCT02769832,Nab-Paclitaxel With Gemcitabine for Relapsed Small Cell Cancer,https://clinicaltrials.gov/study/NCT02769832,ACTIVE_NOT_RECRUITING,YES,Small Cell Lung Cancer (SCLC),DRUG: Nab-paclitaxel|DRUG: Gemcitabine,PHASE2,OTHER,INTERVENTIONAL,4/7/2023
NCT01390818,Trial of MEK Inhibitor and PI3K/mTOR Inhibitor in Subjects With Locally Advanced or Metastatic Solid Tumors,https://clinicaltrials.gov/study/NCT01390818,COMPLETED,YES,Locally Advanced Solid Tumor|Metastatic Solid Tumor|Breast Cancer|Non Small Cell Lung Cancer|Melanoma|Colorectal Cancer,DRUG: MSC1936369B (pimasertib)|DRUG: SAR245409 (PI3K and mTOR inhibitor)|DRUG: MSC1936369B (pimasertib)|DRUG: SAR245409 (PI3K and mTOR inhibitor),PHASE1,INDUSTRY,INTERVENTIONAL,5/1/2016
NCT02279732,Phase 3 Trial in Squamous Non Small Cell Lung Cancer Subjects Comparing Ipilimumab Plus Paclitaxel and Carboplatin Versus Placebo Plus Paclitaxel and Carboplatin,https://clinicaltrials.gov/study/NCT02279732,COMPLETED,YES,Lung Cancer (NSCLC),BIOLOGICAL: Paclitaxel|BIOLOGICAL: Carboplatin|BIOLOGICAL: Ipilimumab|OTHER: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,5/1/2019
NCT00145418,Oxaliplatin and Docetaxel as First-line Therapy for Advanced Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00145418,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Oxaliplatin + Docetaxel,PHASE2,OTHER,INTERVENTIONAL,7/20/2011
NCT00981058,First-line Treatment of Participants With Stage IV Squamous Non-Small Cell Lung Cancer With Necitumumab and Gemcitabine-Cisplatin,https://clinicaltrials.gov/study/NCT00981058,ACTIVE_NOT_RECRUITING,YES,Non Small Cell Lung Cancer,BIOLOGICAL: Necitumumab|DRUG: Gemcitabine|DRUG: Cisplatin,PHASE3,INDUSTRY,INTERVENTIONAL,12/21/2015
NCT02132884,Genetic Sequencing-Informed Targeted Therapy in Treating Patients With Stage IIIB-IV Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02132884,TERMINATED,YES,Malignant Pericardial Effusion|Malignant Pleural Effusion|Recurrent Non-small Cell Lung Cancer|Stage IIIB Non-small Cell Lung Cancer|Stage IV Non-small Cell Lung Cancer,OTHER: cytology specimen collection procedure|PROCEDURE: therapeutic procedure|DRUG: targeted therapy|OTHER: laboratory biomarker analysis,NA,OTHER,INTERVENTIONAL,12/13/2017
NCT01173523,"Study of Hsp90 Inhibitor, STA-9090 for Relapsed or Refractory Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT01173523,COMPLETED,YES,Small Cell Lung Cancer,DRUG: STA-9090,PHASE2,OTHER,INTERVENTIONAL,2/28/2017
NCT02574078,A Study of Nivolumab in Advanced Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT02574078,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Nivolumab|DRUG: Bevacizumab|DRUG: Pemetrexed|OTHER: Best Supportive Care|DRUG: nab-Paclitaxel|DRUG: Paclitaxel|DRUG: Docetaxel|DRUG: Gemcitabine|DRUG: Erlotinib|DRUG: Crizotinib|DRUG: Carboplatin,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,3/15/2021
NCT00531284,"Phase 1b/2 Study of Carfilzomib in Relapsed Solid Tumors, Multiple Myeloma, or Lymphoma",https://clinicaltrials.gov/study/NCT00531284,COMPLETED,YES,Ovarian Cancer|Renal Cancer|Non-small Cell Lung Cancer|Small Cell Lung Cancer|Solid Tumors|Multiple Myeloma|Lymphoma,DRUG: Carfilzomib|DRUG: Dexamethasone,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,10/5/2015
NCT02239328,A Study of Patient-reported Outcomes in Patients With Lung or Esophageal Cancer,https://clinicaltrials.gov/study/NCT02239328,COMPLETED,YES,Lung Cancer|Esophageal Cancer,,,OTHER,OBSERVATIONAL,7/13/2017
NCT03631784,"A Trial of Pembrolizumab in Combination With Chemotherapy and Radiotherapy in Stage III NSCLC (KEYNOTE-799, MK-3475-799)",https://clinicaltrials.gov/study/NCT03631784,ACTIVE_NOT_RECRUITING,YES,Non-small Cell Lung Cancer,DRUG: Pembrolizumab 200 mg|DRUG: Paclitaxel 45 mg/m^2|DRUG: Carboplatin AUC6|DRUG: Cisplatin 75 mg/m^2|DRUG: Pemetrexed 500 mg/m^2|RADIATION: Thoracic Radiation Therapy (TRT)|DRUG: Paclitaxel 200 mg/m^2|DRUG: Carboplatin AUC2,PHASE2,INDUSTRY,INTERVENTIONAL,10/6/2022
NCT00871923,Tarceva With Whole Brain Radiation Therapy - Brain Mets From Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00871923,COMPLETED,YES,Non-small Cell Lung Cancer|Brain Cancer,DRUG: Tarceva (Erlotinib hydrochloride)|RADIATION: Radiation Therapy,PHASE2,OTHER,INTERVENTIONAL,11/19/2020
NCT00480636,Fragmin In The Treatment Of Acute Deep-Vein Thrombosis With Or Without Pulmonary Embolism In Cancer Patients,https://clinicaltrials.gov/study/NCT00480636,COMPLETED,YES,Acute Deep Vein Thrombosis,DRUG: Fragmin (dalteparin sodium ),,INDUSTRY,OBSERVATIONAL,5/25/2010
NCT04424641,A Study on the Safety of GEN1044 (DuoBody®-CD3x5T4) in Patients With Malignant Solid Tumors,https://clinicaltrials.gov/study/NCT04424641,TERMINATED,YES,Locally Advanced or Metastatic Solid Tumor(s)|Prostate Cancer|Esophageal Cancer|Triple Negative Breast Cancer (TNBC)|Squamous Cell Carcinoma of Head and Neck (SCCHN)|Non-small Cell Lung Cancer (NSCLC)|Bladder Cancer|Uterine Cancer,BIOLOGICAL: GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,10/16/2022
NCT00509041,Dasatinib in Treating Patients With Previously Treated Malignant Mesothelioma,https://clinicaltrials.gov/study/NCT00509041,COMPLETED,YES,Malignant Mesothelioma,DRUG: dasatinib,PHASE2,OTHER,INTERVENTIONAL,12/11/2012
NCT00284141,Study of AVE0005 (VEGF Trap) in Locally Advanced or Metastatic Platinum- and Erlotinib- Resistant Non-small-cell-lung Adenocarcinoma,https://clinicaltrials.gov/study/NCT00284141,COMPLETED,YES,"Pulmonary Diseases|Neoplasms, Lung","DRUG: Aflibercept (ziv-aflibercept, AVE0005, VEGF trap, ZALTRAP®)",PHASE2,INDUSTRY,INTERVENTIONAL,8/17/2012
NCT02798536,Mesothelin-Targeted Immunotoxin LMB-100 in People With Malignant Mesothelioma,https://clinicaltrials.gov/study/NCT02798536,COMPLETED,YES,Mesothelioma,DRUG: LMB-100|DRUG: nab-paclitaxel,PHASE1,NIH,INTERVENTIONAL,5/16/2022
NCT00828841,Phase 2b Study of Cetuximab With Platinum-Based Chemo as First Line Treatment of Recurrent or Advanced NSCLC,https://clinicaltrials.gov/study/NCT00828841,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Cetuximab|DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Gemcitabine|DRUG: Cisplatin,PHASE2,OTHER,INTERVENTIONAL,8/7/2013
NCT00818441,Dacomitinib (PF-00299804) As A Single Oral Agent In Selected Patients With Adenocarcinoma Of The Lung,https://clinicaltrials.gov/study/NCT00818441,COMPLETED,YES,"Carcinoma, Non-small Cell",DRUG: Dacomitinib (PF-00299804)|DRUG: Dacomitinib (PF-00299804),PHASE2,INDUSTRY,INTERVENTIONAL,4/25/2016
NCT00423436,Interactive Voice Response (IVR) Symptom Assessment in Non-Small Cell Lung Cancer (NSCLC) Patients,https://clinicaltrials.gov/study/NCT00423436,COMPLETED,YES,Lung Cancer,BEHAVIORAL: Questionnaire|BEHAVIORAL: Interactive Voice Response Telephone System|BEHAVIORAL: IVR Plus Triage,NA,OTHER,INTERVENTIONAL,9/8/2011
NCT02299141,Nintedanib in Molecularly Selected Patients With Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02299141,ACTIVE_NOT_RECRUITING,YES,"Carcinoma, Non-Small-Cell Lung|Non-Small Cell Lung Cancer|Nonsmall Cell Lung Cancer",DRUG: Nintedanib,PHASE2,OTHER,INTERVENTIONAL,1/7/2021
NCT02404441,Phase I/II Study of PDR001 in Patients With Advanced Malignancies,https://clinicaltrials.gov/study/NCT02404441,COMPLETED,YES,Melanoma|Non-small Sell Lung Cancer (NSCLC)|Triple Negative Breast Cancer|Anaplastic Thyroid Cancer|Other Solid Tumors,BIOLOGICAL: PDR001,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,7/21/2021
NCT01976741,Dose Escalation Pan-FGFR (Fibroblast Growth Factor Receptor) Inhibitor (Rogaratinib),https://clinicaltrials.gov/study/NCT01976741,COMPLETED,YES,Neoplasms,DRUG: Rogaratinib (BAY1163877) oral solution|DRUG: Rogaratinib (BAY1163877) oral tablet|DRUG: Rogaratinib (BAY1163877) 800 mg BID,PHASE1,INDUSTRY,INTERVENTIONAL,3/8/2020
NCT02357836,Neoadjuvant Itraconazole in Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02357836,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: Itraconazole,EARLY_PHASE1,OTHER,INTERVENTIONAL,1/13/2021
NCT01783236,Analgesic Efficacy of Intravenous Acetaminophen After Video-assisted Thoracic Surgery,https://clinicaltrials.gov/study/NCT01783236,COMPLETED,YES,Lung Tumor,DRUG: IV Acetaminophen|DRUG: Saline Placebo,PHASE4,OTHER,INTERVENTIONAL,2/3/2017
NCT00558636,A Trial Comparing Safety and Efficacy of Carboplatin and Paclitaxel Plus or Minus Sorafenib (BAY43-9006) in Chemonaive Patients With Stage IIIB-IV Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00558636,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Sorafenib + Paclitaxel + Carboplatin|DRUG: Placebo + Paclitaxel + Carboplatin,PHASE3,INDUSTRY,INTERVENTIONAL,11/13/2009
NCT02087241,Ph II Trial of Carboplatin and Pemetrexed With or Without AZD1775 for Untreated Lung Cancer,https://clinicaltrials.gov/study/NCT02087241,TERMINATED,YES,Previously Untreated Stage IV Non-Squamous Non Small Cell Lung Cancer,DRUG: AZD1775|DRUG: AZD1775 Matching Placebo|DRUG: pemetrexed|DRUG: carboplatin,PHASE2,INDUSTRY,INTERVENTIONAL,4/26/2016
NCT00318136,"A Study of Bevacizumab Plus Carboplatin and Paclitaxel in Subjects With Advanced, Previously Untreated, Squamous Non-Small Cell Lung Cancer (BRIDGE)",https://clinicaltrials.gov/study/NCT00318136,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: Bevacizumab|DRUG: Carboplatin|DRUG: Paclitaxel,PHASE2,INDUSTRY,INTERVENTIONAL,3/19/2010
NCT01760941,Compassionate Same-Day Evaluation & Delivery of XRT for Bony Metastasis in Hospice Patients,https://clinicaltrials.gov/study/NCT01760941,TERMINATED,YES,Symptomatic Osseous Bone Lesions From Any Malignancy,RADIATION: Radiation Therapy|OTHER: Quality-of-Life Assessment|OTHER: Survey Administration,NA,OTHER,INTERVENTIONAL,12/18/2015
NCT03245736,Tisotumab Vedotin Continued Treatment in Patients With Solid Tumors.,https://clinicaltrials.gov/study/NCT03245736,COMPLETED,YES,"Ovary Cancer|Cervix Cancer|Endometrium Cancer|Bladder Cancer|Prostate Cancer|Esophagus Cancer|Lung Cancer, Nonsmall Cell|Squamous Cell Carcinoma of the Head and Neck",DRUG: Tisotumab Vedotin,PHASE2,INDUSTRY,INTERVENTIONAL,10/6/2021
NCT01948141,Nintedanib in Treating Patients With Advanced Non-Small Cell Lung Cancer Who Have Failed Up to Two Previous Chemotherapy Regimens,https://clinicaltrials.gov/study/NCT01948141,COMPLETED,YES,Recurrent Non-small Cell Lung Cancer|Squamous Cell Lung Cancer|Stage III Non-small Cell Lung Cancer|Stage IV Non-small Cell Lung Cancer,DRUG: nintedanib,PHASE2,OTHER,INTERVENTIONAL,6/22/2016
NCT01395758,Erlotinib Plus Tivantinib (ARQ 197) Versus Single Agent Chemotherapy in Locally Advanced or Metastatic Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01395758,COMPLETED,YES,Metastatic Non-Small Cell Lung Cancer,"DRUG: ARQ 197 plus erlotinib|DRUG: Pemetrexed, docetaxel or gemcitabine",PHASE2,INDUSTRY,INTERVENTIONAL,1/31/2018
NCT02034123,Investigation of GSK2879552 in Subjects With Relapsed/Refractory Small Cell Lung Carcinoma,https://clinicaltrials.gov/study/NCT02034123,TERMINATED,YES,"Carcinoma, Small Cell",DRUG: GSK2879552,PHASE1,INDUSTRY,INTERVENTIONAL,4/12/2018
NCT01194453,Pemetrexed Plus Cisplatin Versus Gemcitabine Plus Cisplatin for Advanced NSCLC Metastatic Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01194453,COMPLETED,YES,Non-small Cell Lung Cancer|Efficacy,"DRUG: cisplatin, dexamethasone,vitamin B12, folic acid|DRUG: cisplatin, gemcitabine",PHASE2,OTHER,INTERVENTIONAL,5/10/2016
NCT00414960,A Trial of Placebo Versus Enzastaurin for Lung Cancer Prevention in Former Smokers,https://clinicaltrials.gov/study/NCT00414960,COMPLETED,YES,Lung Cancer,DRUG: Enzastaurin|DRUG: Placebo,PHASE2,INDUSTRY,INTERVENTIONAL,8/17/2020
NCT02109458,Pilot Study of Navigational Bronchoscopy and Transthoracic Needle Biopsy,https://clinicaltrials.gov/study/NCT02109458,COMPLETED,YES,Peripheral Pulmonary Nodules,DEVICE: Navigation guided bronchoscopy,NA,OTHER,INTERVENTIONAL,10/27/2016
NCT00754923,Sorafenib in Treating Non-Smokers or Former Light Smokers With Relapsed or Refractory Stage IIIB or Stage IV Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00754923,TERMINATED,YES,Lung Cancer,DRUG: sorafenib,PHASE2,OTHER,INTERVENTIONAL,4/15/2014
NCT02031458,A Study of Atezolizumab in Participants With Programmed Death - Ligand 1 (PD-L1) Positive Locally Advanced or Metastatic Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02031458,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Atezolizumab,PHASE2,INDUSTRY,INTERVENTIONAL,10/24/2016
NCT02426658,Pemetrexed Disodium in Treating Patients With Stage IV Non-small Cell Lung Cancer and ECOG Performance Status 3,https://clinicaltrials.gov/study/NCT02426658,COMPLETED,YES,Stage IV Non-Small Cell Lung Cancer,OTHER: Laboratory Biomarker Analysis|DRUG: Pemetrexed Disodium|OTHER: Quality-of-Life Assessment,PHASE2,OTHER,INTERVENTIONAL,2/3/2020
NCT01000480,"A Study of Pemetrexed and Cisplatin, in Non Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT01000480,COMPLETED,YES,Non Small Cell Lung Cancer,DRUG: Pemetrexed|DRUG: Cisplatin|RADIATION: Thoracic Radiotherapy,PHASE2,INDUSTRY,INTERVENTIONAL,11/12/2013
NCT02872701,OTL38 Injection for Intraoperative Imaging of Folate Receptor Positive Lung Nodules,https://clinicaltrials.gov/study/NCT02872701,COMPLETED,YES,Lung Neoplasms|Lung Cancer,DRUG: OTL38 for Injection|DEVICE: Near infrared camera imaging system|PROCEDURE: Endoscopic or Thoracic Surgery,PHASE2,INDUSTRY,INTERVENTIONAL,1/13/2023
NCT01565980,Mindfulness Therapy for Individuals With Lung Cancer,https://clinicaltrials.gov/study/NCT01565980,COMPLETED,YES,Lung Cancer,BEHAVIORAL: symptom assessment|BEHAVIORAL: Mindfulness Intervention,NA,OTHER,INTERVENTIONAL,7/13/2014
NCT02927301,A Study of Atezolizumab as Neoadjuvant and Adjuvant Therapy in Resectable Non-Small Cell Lung Cancer (NSCLC) - Lung Cancer Mutation Consortium (LCMC3),https://clinicaltrials.gov/study/NCT02927301,ACTIVE_NOT_RECRUITING,YES,Non-Small Cell Lung Cancer,"DRUG: Atezolizumab (MPDL3280A), an engineered anti-PD-L1 antibody",PHASE2,INDUSTRY,INTERVENTIONAL,4/23/2021
NCT00792701,S0720: Adjuvant Therapy Based on Gene Expression in Stage IA and IB Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00792701,COMPLETED,YES,Lung Cancer,DRUG: cisplatin|DRUG: gemcitabine hydrochloride,PHASE2,NETWORK,INTERVENTIONAL,10/26/2016
NCT00367601,Erlotinib + Bevacizumab for PS 2 Chemotherapy Naïve Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00367601,COMPLETED,YES,Lung Cancer,DRUG: Erlotinib|DRUG: Bevacizumab,PHASE2,OTHER,INTERVENTIONAL,1/13/2016
NCT01639001,A Study Of Crizotinib Versus Chemotherapy In Previously Untreated ALK Positive East Asian Non-Small Cell Lung Cancer Patients,https://clinicaltrials.gov/study/NCT01639001,COMPLETED,YES,NSCLC (Non-small Cell Lung Cancer),DRUG: Crizotinib|DRUG: Pemetrexed/Cisplatin|DRUG: Pemetrexed/Carboplatin,PHASE3,INDUSTRY,INTERVENTIONAL,6/8/2016
